review_id,bank_name,review_text,rating,sentiment_label,sentiment_score,identified_theme(s),keywords
249,Commercial Bank of Ethiopia,it's the best money transfer app ever,5,Positive,1.0,Transaction Performance,
250,Commercial Bank of Ethiopia,it is nice,5,Positive,0.8,No Theme,
251,Commercial Bank of Ethiopia,user friendly. best.,5,Positive,0.8438,User Interface & Experience,
252,Commercial Bank of Ethiopia,🙏,5,Neutral,0.5,No Theme,
253,Commercial Bank of Ethiopia,አሪፍ,5,Neutral,0.5,No Theme,
254,Commercial Bank of Ethiopia,best app!!!,5,Positive,1.0,No Theme,
255,Commercial Bank of Ethiopia,"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,Positive,0.5854,Stability & Reliability; User Interface & Experience; Customer Support; Feature Requests,
256,Commercial Bank of Ethiopia,very good app,5,Positive,0.955,No Theme,
257,Commercial Bank of Ethiopia,jabirabdala,5,Neutral,0.5,No Theme,
258,Commercial Bank of Ethiopia,unfair cost of transportations... what a shame!!!,1,Negative,0.9883,No Theme,
259,Commercial Bank of Ethiopia,"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,Positive,0.6833,Transaction Performance; Stability & Reliability; User Interface & Experience,
260,Commercial Bank of Ethiopia,WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,Positive,0.7798,Stability & Reliability,
261,Commercial Bank of Ethiopia,zinaa Ahmed,5,Neutral,0.5,No Theme,
262,Commercial Bank of Ethiopia,absolutely excellent,5,Positive,1.0,No Theme,
263,Commercial Bank of Ethiopia,amazing app,5,Positive,0.8,No Theme,
264,Commercial Bank of Ethiopia,perfect and easy,5,Positive,0.8583,User Interface & Experience,
265,Commercial Bank of Ethiopia,fastest,5,Neutral,0.5,Transaction Performance,
266,Commercial Bank of Ethiopia,My account is not working,4,Neutral,0.5,Stability & Reliability,
267,Commercial Bank of Ethiopia,The recent update is not optimized fir latest version of android,2,Positive,0.625,Stability & Reliability,
268,Commercial Bank of Ethiopia,topp,5,Neutral,0.5,No Theme,
269,Commercial Bank of Ethiopia,I appreciate it,5,Neutral,0.5,No Theme,
270,Commercial Bank of Ethiopia,v.good app,5,Neutral,0.5,No Theme,
271,Commercial Bank of Ethiopia,sahib amin jamal,1,Neutral,0.5,No Theme,
272,Commercial Bank of Ethiopia,installi,5,Neutral,0.5,No Theme,
273,Commercial Bank of Ethiopia,very good apps,5,Positive,0.955,No Theme,
274,Commercial Bank of Ethiopia,👍👍👍👍,1,Neutral,0.5,No Theme,
275,Commercial Bank of Ethiopia,the app say it is not compatible with ur phone can u fix it it is not updating.,1,Neutral,0.5,Stability & Reliability,
276,Commercial Bank of Ethiopia,"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,Positive,0.6171,User Interface & Experience; Feature Requests,
277,Commercial Bank of Ethiopia,tinishu titiba,5,Neutral,0.5,No Theme,
278,Commercial Bank of Ethiopia,"essy to use ,has great interface and user-friendly g",5,Positive,0.9,User Interface & Experience,
279,Commercial Bank of Ethiopia,Yuuuuu,5,Neutral,0.5,No Theme,
280,Commercial Bank of Ethiopia,I found it very much friendly,5,Positive,0.6875,No Theme,
281,Commercial Bank of Ethiopia,"Very useful app, while we use CBE.",5,Positive,0.695,User Interface & Experience,
282,Commercial Bank of Ethiopia,woooow,5,Neutral,0.5,No Theme,
283,Commercial Bank of Ethiopia,Redmi,1,Neutral,0.5,No Theme,
284,Commercial Bank of Ethiopia,አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,Neutral,0.5,No Theme,
285,Commercial Bank of Ethiopia,kamil aweil,5,Neutral,0.5,No Theme,
286,Commercial Bank of Ethiopia,In your next update can you come with night mode future,5,Neutral,0.5,Stability & Reliability,
287,Commercial Bank of Ethiopia,"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,Positive,0.6155,User Interface & Experience; Customer Support; Feature Requests,
288,Commercial Bank of Ethiopia,mayreba app you its better if you use other banks,1,Positive,0.5938,User Interface & Experience,
289,Commercial Bank of Ethiopia,Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,Negative,0.5625,Transaction Performance,
290,Commercial Bank of Ethiopia,let us know before you shut down the app,4,Negative,0.5778,No Theme,
291,Commercial Bank of Ethiopia,excited,5,Positive,0.6875,No Theme,
292,Commercial Bank of Ethiopia,amizing,5,Neutral,0.5,No Theme,
293,Commercial Bank of Ethiopia,love it,5,Positive,0.75,No Theme,
294,Commercial Bank of Ethiopia,yes it is v good,5,Positive,0.85,No Theme,
295,Commercial Bank of Ethiopia,A great update in the Mobile Banking Application. Thanks for the System and customization department,5,Positive,0.75,Stability & Reliability,
296,Commercial Bank of Ethiopia,this app is smart.,5,Positive,0.6071,No Theme,
297,Commercial Bank of Ethiopia,I am happy,5,Positive,0.9,No Theme,
298,Commercial Bank of Ethiopia,Still I have not face critical problems sometimes delay to open,4,Neutral,0.5,Transaction Performance,
299,Commercial Bank of Ethiopia,ጤና ከድረ,5,Neutral,0.5,No Theme,
300,Commercial Bank of Ethiopia,The connection between bank and the app is lag relationship this must be corrected.,4,Neutral,0.5,Network & Connectivity,
301,Commercial Bank of Ethiopia,I have forgotten mobail banking password,5,Neutral,0.5,Account Access Issues,
302,Commercial Bank of Ethiopia,Thank you,5,Neutral,0.5,No Theme,
303,Commercial Bank of Ethiopia,muktaar Abraahim,5,Neutral,0.5,No Theme,
304,Commercial Bank of Ethiopia,🤞Good One,5,Neutral,0.5,No Theme,
305,Commercial Bank of Ethiopia,why does it say change pin to 6 digits is that right?,4,Positive,0.6429,Stability & Reliability,
306,Commercial Bank of Ethiopia,One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,Negative,0.625,Account Access Issues,
307,Commercial Bank of Ethiopia,i like it and aprshat.,4,Neutral,0.5,No Theme,
308,Commercial Bank of Ethiopia,"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,Neutral,0.5,Stability & Reliability; Customer Support; Feature Requests,
309,Commercial Bank of Ethiopia,best app and easy to use,5,Positive,0.8583,User Interface & Experience,
310,Commercial Bank of Ethiopia,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,Positive,0.6594,Transaction Performance; Stability & Reliability,
311,Commercial Bank of Ethiopia,List of transactions can't load over months and years..,1,Neutral,0.5,Transaction Performance,
312,Commercial Bank of Ethiopia,transferring money to telebirr is not working,1,Neutral,0.5,Transaction Performance,
313,Commercial Bank of Ethiopia,I don't Like this app and there service fee is highl,5,Neutral,0.5,Customer Support,
314,Commercial Bank of Ethiopia,አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,Neutral,0.5,Stability & Reliability,
315,Commercial Bank of Ethiopia,this application do not show over all transaction history,3,Neutral,0.5,Transaction Performance,
316,Commercial Bank of Ethiopia,this app is very nice but statment history is very shiort atlist add 15 days,4,Positive,0.745,Feature Requests,
317,Commercial Bank of Ethiopia,"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,Neutral,0.5,Account Access Issues; Stability & Reliability,
318,Commercial Bank of Ethiopia,best and secured application,5,Positive,1.0,Security Concerns,
319,Commercial Bank of Ethiopia,This application is excellent .,5,Positive,1.0,No Theme,
320,Commercial Bank of Ethiopia,"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,Neutral,0.5,Stability & Reliability,
321,Commercial Bank of Ethiopia,Thise App is Great,5,Positive,0.9,No Theme,
322,Commercial Bank of Ethiopia,አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,Negative,0.75,Network & Connectivity,
323,Commercial Bank of Ethiopia,"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,Positive,0.6583,Account Access Issues; Feature Requests,
324,Commercial Bank of Ethiopia,👍,5,Neutral,0.5,No Theme,
325,Commercial Bank of Ethiopia,it is good app,5,Positive,0.85,No Theme,
326,Bank of Abyssinia,ምንም የማይ ሰራ,1,Neutral,0.5,No Theme,
327,Bank of Abyssinia,most of the time is not working properly,1,Positive,0.625,Stability & Reliability,
328,Bank of Abyssinia,good service,5,Positive,0.85,Customer Support,
329,Bank of Abyssinia,not use for me,3,Neutral,0.5,User Interface & Experience,
330,Bank of Abyssinia,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,Neutral,0.5,Stability & Reliability,
331,Bank of Abyssinia,waw,5,Neutral,0.5,No Theme,
332,Bank of Abyssinia,the lag is unbelievable when you need it the most this suks,1,Positive,0.5625,Feature Requests,
333,Bank of Abyssinia,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,Negative,0.5667,Stability & Reliability; User Interface & Experience,
334,Bank of Abyssinia,it is a good app,5,Positive,0.85,No Theme,
335,Bank of Abyssinia,it is not working at all,1,Neutral,0.5,Stability & Reliability,
336,Bank of Abyssinia,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,Positive,0.6061,Account Access Issues; Feature Requests,
337,Bank of Abyssinia,when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,Neutral,0.5,Security Concerns; Network & Connectivity,
338,Bank of Abyssinia,fast and simple,5,Neutral,0.5,User Interface & Experience,
339,Bank of Abyssinia,best of best,5,Positive,1.0,No Theme,
340,Bank of Abyssinia,Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,Negative,0.6167,No Theme,
341,Bank of Abyssinia,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,Positive,0.6167,Stability & Reliability; Feature Requests,
342,Bank of Abyssinia,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,Positive,0.6,Customer Support,
343,Bank of Abyssinia,"Barely works, it always fails to connect",1,Negative,0.6125,Stability & Reliability,
344,Bank of Abyssinia,my fav app,5,Neutral,0.5,No Theme,
345,Bank of Abyssinia,this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,Neutral,0.5,Stability & Reliability; Feature Requests,
346,Bank of Abyssinia,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,Positive,0.5694,Feature Requests,
347,Bank of Abyssinia,I like,5,Neutral,0.5,No Theme,
348,Bank of Abyssinia,ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,Neutral,0.5,No Theme,
349,Bank of Abyssinia,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,Negative,0.5831,Transaction Performance; Stability & Reliability,
350,Bank of Abyssinia,"the worst app ever,",1,Negative,1.0,No Theme,
351,Bank of Abyssinia,better,5,Positive,0.75,No Theme,
352,Bank of Abyssinia,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,Neutral,0.5,Transaction Performance; Stability & Reliability; User Interface & Experience; Feature Requests,
353,Bank of Abyssinia,this app can't open? what is problem? please solve my problem?,1,Neutral,0.5,Stability & Reliability,
354,Bank of Abyssinia,kiyaa makonn,5,Neutral,0.5,No Theme,
355,Bank of Abyssinia,very very lazy app,1,Negative,0.6625,No Theme,
356,Bank of Abyssinia,telebirr remittance,5,Neutral,0.5,No Theme,
357,Bank of Abyssinia,The best bank in 🇪🇹,5,Positive,1.0,No Theme,
358,Bank of Abyssinia,its good,5,Positive,0.85,No Theme,
359,Bank of Abyssinia,the worst app in my financial experience.,1,Negative,0.75,User Interface & Experience,
360,Bank of Abyssinia,good for mb appliciation,5,Positive,0.85,No Theme,
361,Bank of Abyssinia,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,Negative,0.8833,Transaction Performance,
362,Bank of Abyssinia,try to easy network,4,Positive,0.7167,User Interface & Experience; Network & Connectivity,
363,Bank of Abyssinia,hussen hassen umer,5,Neutral,0.5,No Theme,
364,Bank of Abyssinia,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,Positive,0.6199,User Interface & Experience,
365,Bank of Abyssinia,an exceptional banking app.,5,Positive,0.8333,No Theme,
366,Bank of Abyssinia,alhamdulilah,5,Neutral,0.5,No Theme,
367,Bank of Abyssinia,poor,5,Negative,0.7,No Theme,
368,Bank of Abyssinia,Best of best,5,Positive,1.0,No Theme,
369,Bank of Abyssinia,from the last week updates the app is not working Please check the problems,1,Neutral,0.5,Stability & Reliability,
370,Bank of Abyssinia,It's always crushing,1,Positive,0.7,No Theme,
371,Bank of Abyssinia,office branches have to improve their services please,4,Neutral,0.5,Customer Support; Feature Requests,
372,Bank of Abyssinia,♥️♥️,5,Neutral,0.5,No Theme,
373,Bank of Abyssinia,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,Positive,0.75,Stability & Reliability,
374,Bank of Abyssinia,it needs a timely update,5,Neutral,0.5,Feature Requests,
375,Bank of Abyssinia,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,Negative,0.63,Transaction Performance,
376,Bank of Abyssinia,I can't type my otp on it.,1,Neutral,0.5,Account Access Issues,
377,Bank of Abyssinia,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,Positive,0.5909,Stability & Reliability; Feature Requests,
378,Bank of Abyssinia,jaajja,4,Neutral,0.5,No Theme,
379,Bank of Abyssinia,I love this bank the best experience ever.,5,Positive,0.875,User Interface & Experience,
380,Bank of Abyssinia,"Nothing has been improved, it doesn't work like the previous version.",1,Negative,0.5833,Stability & Reliability; Feature Requests,
381,Bank of Abyssinia,easy and fast,5,Positive,0.6583,User Interface & Experience,
382,Bank of Abyssinia,Great,5,Positive,0.9,No Theme,
383,Bank of Abyssinia,mobile banking,5,Neutral,0.5,No Theme,
384,Bank of Abyssinia,"need alot of connection, chooses device, very lug even when there is connection",1,Positive,0.6,Feature Requests; Network & Connectivity,
385,Bank of Abyssinia,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,Positive,0.7,Transaction Performance; Stability & Reliability,
386,Bank of Abyssinia,since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,Negative,0.565,Transaction Performance; Stability & Reliability; Network & Connectivity,
387,Bank of Abyssinia,none,5,Neutral,0.5,No Theme,
388,Bank of Abyssinia,very good app i ever used,5,Positive,0.955,User Interface & Experience,
389,Bank of Abyssinia,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,Positive,0.6833,Security Concerns,
390,Bank of Abyssinia,zedo,5,Neutral,0.5,No Theme,
391,Bank of Abyssinia,please open my mobile app,5,Neutral,0.5,No Theme,
392,Bank of Abyssinia,it doesn't open,1,Neutral,0.5,No Theme,
393,Bank of Abyssinia,Very Good,5,Positive,0.955,No Theme,
394,Bank of Abyssinia,masha alla,5,Neutral,0.5,No Theme,
395,Bank of Abyssinia,Best banking transaction application in Ethiopia !,5,Positive,1.0,Transaction Performance,
396,Bank of Abyssinia,السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,Neutral,0.5,No Theme,
397,Bank of Abyssinia,tamaam kamal,1,Neutral,0.5,No Theme,
398,Bank of Abyssinia,በጣም ሐሪፍ,5,Neutral,0.5,No Theme,
399,Bank of Abyssinia,great 👍,5,Positive,0.9,No Theme,
400,Bank of Abyssinia,goof,4,Neutral,0.5,No Theme,
401,Bank of Abyssinia,absiniya banki,5,Neutral,0.5,No Theme,
402,Bank of Abyssinia,has issue after installation and i think it doesn't work with tecno common 30,1,Negative,0.65,Stability & Reliability,
403,Bank of Abyssinia,One of the best in this business,5,Positive,1.0,No Theme,
404,Bank of Abyssinia,Excellent,5,Positive,1.0,No Theme,
405,Bank of Abyssinia,besat🥰,5,Neutral,0.5,No Theme,
406,Bank of Abyssinia,unlimited experience,5,Neutral,0.5,User Interface & Experience,
407,Bank of Abyssinia,"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,Positive,0.6167,Account Access Issues; Transaction Performance; Stability & Reliability; Security Concerns,
408,Bank of Abyssinia,very nice mobile banking app my favourite,5,Positive,0.89,No Theme,
409,Bank of Abyssinia,"it almost never boots up!!! and even if it did, it crashes immediately",1,Neutral,0.5,Stability & Reliability,
410,Bank of Abyssinia,best apps,5,Positive,1.0,No Theme,
411,Bank of Abyssinia,the worst app ever to exist in a bank history,1,Negative,1.0,No Theme,
412,Bank of Abyssinia,thank you,5,Neutral,0.5,No Theme,
413,Bank of Abyssinia,Best mobile app in the country,5,Positive,1.0,No Theme,
414,Bank of Abyssinia,not fast,2,Neutral,0.5,Transaction Performance,
415,Bank of Abyssinia,keeps freezing at the front page.,1,Neutral,0.5,No Theme,
416,Bank of Abyssinia,it is not working on redminote 11 pro+ pls fix it,1,Neutral,0.5,Stability & Reliability,
417,Bank of Abyssinia,abseniya bank app,5,Neutral,0.5,No Theme,
418,Bank of Abyssinia,yes goode app,5,Neutral,0.5,No Theme,
419,Bank of Abyssinia,Great App,5,Positive,0.9,No Theme,
420,Bank of Abyssinia,1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,Negative,0.67,Account Access Issues; Transaction Performance; Stability & Reliability,
421,Bank of Abyssinia,ረጀብነሱ,1,Neutral,0.5,No Theme,
422,Bank of Abyssinia,The Worst Mobile Banking App.,1,Negative,1.0,No Theme,
423,Bank of Abyssinia,giod,5,Neutral,0.5,No Theme,
424,Bank of Abyssinia,best bank in ethiopia,5,Positive,1.0,No Theme,
425,Bank of Abyssinia,waqayyoo,5,Neutral,0.5,No Theme,
426,Bank of Abyssinia,please is not working,2,Neutral,0.5,Stability & Reliability,
427,Bank of Abyssinia,nothing when I need to install the Apk it say that re-up date,5,Neutral,0.5,Feature Requests,
428,Bank of Abyssinia,I can log in from any where,5,Neutral,0.5,No Theme,
429,Bank of Abyssinia,😇,3,Neutral,0.5,No Theme,
430,Bank of Abyssinia,no proplem,5,Neutral,0.5,No Theme,
431,Bank of Abyssinia,👍👍👍,5,Neutral,0.5,No Theme,
432,Bank of Abyssinia,excellent app,5,Positive,1.0,No Theme,
433,Bank of Abyssinia,good work,5,Positive,0.85,Stability & Reliability,
434,Bank of Abyssinia,☹️,5,Neutral,0.5,No Theme,
435,Bank of Abyssinia,Great BoA,5,Positive,0.9,No Theme,
436,Bank of Abyssinia,Okay,4,Positive,0.75,No Theme,
437,Bank of Abyssinia,not working,1,Neutral,0.5,Stability & Reliability,
438,Bank of Abyssinia,This App is Getting worse and worse with every update,2,Negative,0.7,Stability & Reliability,
439,Bank of Abyssinia,ምርጥ ነው,1,Neutral,0.5,No Theme,
440,Bank of Abyssinia,meku,5,Neutral,0.5,No Theme,
441,Bank of Abyssinia,awasome app go a head,5,Neutral,0.5,No Theme,
442,Bank of Abyssinia,it sucks as hell. it crashes most of the time and takes a long time to load .,1,Neutral,0.5,Stability & Reliability,
443,Bank of Abyssinia,"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,Positive,0.6556,Stability & Reliability; User Interface & Experience,
444,Bank of Abyssinia,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,Positive,0.7142,User Interface & Experience; Network & Connectivity,
445,Bank of Abyssinia,"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,Neutral,0.5,Stability & Reliability,
446,Bank of Abyssinia,amazing Banks App👌👌,3,Positive,0.8,No Theme,
447,Bank of Abyssinia,good App fore me,5,Positive,0.85,No Theme,
448,Bank of Abyssinia,"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,Positive,0.6,Stability & Reliability,
449,Bank of Abyssinia,fantastic,5,Positive,0.7,No Theme,
450,Bank of Abyssinia,it's nice to use.,5,Positive,0.8,User Interface & Experience,
451,Bank of Abyssinia,app doesn't start,1,Neutral,0.5,No Theme,
452,Bank of Abyssinia,Excellent application,5,Positive,1.0,No Theme,
453,Bank of Abyssinia,its very bad app its very slow,1,Negative,0.825,Transaction Performance,
454,Bank of Abyssinia,ብዙዬ ሺዋየ በለጠ,1,Neutral,0.5,No Theme,
455,Bank of Abyssinia,Good job!,5,Positive,0.9375,No Theme,
456,Bank of Abyssinia,best financial app.,5,Positive,0.75,No Theme,
457,Bank of Abyssinia,ቆንጆ ነው በርቱ,5,Neutral,0.5,No Theme,
458,Bank of Abyssinia,the worst app humans ever created,1,Negative,1.0,No Theme,
459,Bank of Abyssinia,it's not working,3,Neutral,0.5,Stability & Reliability,
460,Bank of Abyssinia,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,Neutral,0.5,Account Access Issues; Stability & Reliability; Feature Requests,
461,Bank of Abyssinia,exceptional,5,Positive,0.8333,No Theme,
462,Bank of Abyssinia,BoA Mobile good bank,5,Positive,0.85,No Theme,
463,Bank of Abyssinia,this is worest app 24/7 loading,1,Neutral,0.5,Network & Connectivity,
464,Bank of Abyssinia,BoA system is confartable,5,Neutral,0.5,No Theme,
465,Bank of Abyssinia,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,Neutral,0.5,Stability & Reliability,
466,Bank of Abyssinia,Good service.,3,Positive,0.85,Customer Support,
467,Bank of Abyssinia,the app crush frequently,1,Neutral,0.5,No Theme,
468,Bank of Abyssinia,You guys keeps getting worst,1,Negative,1.0,No Theme,
469,Bank of Abyssinia,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,Positive,0.569,Transaction Performance; Stability & Reliability; User Interface & Experience; Feature Requests,
470,Bank of Abyssinia,BoA,2,Neutral,0.5,No Theme,
471,Bank of Abyssinia,but not opening on android,4,Neutral,0.5,No Theme,
472,Bank of Abyssinia,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,Negative,0.6667,Stability & Reliability,
473,Bank of Abyssinia,amazing,5,Positive,0.8,No Theme,
474,Bank of Abyssinia,"this app does no work on Samsung a51, it just gives a preview of the logo",1,Neutral,0.5,Stability & Reliability,
475,Bank of Abyssinia,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,Positive,0.6328,Account Access Issues; Customer Support; Security Concerns,
476,Bank of Abyssinia,liking this application good 👍,5,Positive,0.85,No Theme,
477,Bank of Abyssinia,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,Neutral,0.5,Account Access Issues; Stability & Reliability,
478,Bank of Abyssinia,it's really good 👍,5,Positive,0.85,No Theme,
479,Bank of Abyssinia,Bad app . it stuck when you open and noting WORKS.,1,Negative,0.675,Transaction Performance,
480,Bank of Abyssinia,"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,Neutral,0.5,Account Access Issues; Network & Connectivity,
481,Bank of Abyssinia,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,Negative,0.825,Transaction Performance; Stability & Reliability; Feature Requests,
482,Bank of Abyssinia,yideg,1,Neutral,0.5,No Theme,
483,Bank of Abyssinia,great boa,5,Positive,0.9,No Theme,
484,Bank of Abyssinia,boa of mobile backing,5,Neutral,0.5,No Theme,
485,Bank of Abyssinia,faster bank of Abissinya,5,Neutral,0.5,Transaction Performance,
486,Bank of Abyssinia,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,Neutral,0.5,Stability & Reliability,
487,Bank of Abyssinia,it just doesn't work...so frustrating,1,Negative,0.7,Stability & Reliability,
488,Bank of Abyssinia,like,5,Neutral,0.5,No Theme,
489,Bank of Abyssinia,it's not work correctly... you must have update it,1,Neutral,0.5,Stability & Reliability,
490,Bank of Abyssinia,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,Neutral,0.5,Account Access Issues; Transaction Performance; Feature Requests,
491,Bank of Abyssinia,after i typed in my password it says successfully logged out ...and goes back to the first page,2,Positive,0.6667,Account Access Issues,
492,Bank of Abyssinia,good but they don't update enough don't add new things,3,Positive,0.6394,Feature Requests,
493,Bank of Abyssinia,it doesn't work period z slowest mobile banking ever i would rather use *815#,1,Neutral,0.5,Transaction Performance,
494,Bank of Abyssinia,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,Neutral,0.5,Customer Support,
495,Bank of Abyssinia,good application,5,Positive,0.85,No Theme,
496,Bank of Abyssinia,this version is not working for me I cannot even buy card. I cannot send money,1,Neutral,0.5,Stability & Reliability,
497,Bank of Abyssinia,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,Neutral,0.5,Account Access Issues,
